name,value
B0,-3482258.634597936
B1,15.061872271548523
B2,-0.03581917929264833
B3,-2.020229803817572
B4,-1.0332268671737652
B5,-0.05110410565365964
B6,1829.1514646146443
B0_sd,890420.3836073662
B1_sd,84.91492577476347
B2_sd,0.03349100777224367
B3_sd,0.48839968165164344
B4_sd,0.21427416316165535
B5_sd,0.22607320006933831
B6_sd,455.47849914221194
residual_sd,304.85407356197254
r_squared,0.9954790045772953
